Block,Question,AVG_Small All,SD_Small All,AVG_Medium All,SD_Medium All,AVG_Large All,SD_Large All,Pvalue_Small - Medium All,Pvalue_Medium - Large All,Pvalue_Small - Large All,AVG_Small Correct,SD_Small Correct,AVG_Medium Correct,SD_Medium Correct,AVG_ Large Correct,SD_ Large Correct,Pvalue_Small - Medium Correct,Pvalue_Medium - Large Correct,Pvalue_Small - Large Correct
CC,6,7.111111111111111,14.072158364147306,6.866666666666666,11.431153238751378,8.992413793103449,10.974754684916137,0.7012967034743587,0.28170404871021004,0.12523952865094137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CC,7,0.7717362752823745,0.3691772584783199,0.8958333333333334,0.44645662199778213,1.1118077324973876,1.005193457295378,0.472020809129022,0.6061990101247459,0.2791540153181,0.5192502532928065,0.3434149811237729,0.5352564102564102,0.36674799991492174,0.8363636363636361,1.204855569180818,0.9226848473790429,0.9083156399437512,0.810299496070296
CE,1,6.2592592592592595,13.996132962062696,8.203333333333333,14.337567805409419,10.310344827586206,12.162892772327353,0.6660925152232606,0.2339623201094143,0.07257339893924868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CE,2,0.6574074074074073,0.44725300350293007,0.9347619047619048,0.5238438001921617,1.4285714285714288,1.4975549665621493,0.12496015313622903,0.6115054581626227,0.06389744156176119,0.29974489795918363,0.3272652737923251,0.474702380952381,0.32470001258951914,0.7514880952380953,0.8750539881843518,0.14268048429722283,0.5157350592506357,0.041654357952089036
CE,3,6.185185185185185,7.473219041952595,7.266666666666667,7.483007570412487,33.45977011494284,38.94363181157419,0.6430194935284134,0.0018822937954037775,0.0007986921347481424,10.653846153846153,8.678000478663982,11.0,9.785192895390463,38.666666666667034,38.56554922857467,0.6642467839263452,0.029522413050521147,0.013720613235099736
CE,4,0.66005291005291,0.44108008960335376,0.8314285714285714,0.44313355429122664,1.0862068965517242,0.9999881314711843,0.2214689406859386,0.6711757553658937,0.12932977702732149,0.3973214285714286,0.38951500455760396,0.4591836734693877,0.2631387134332169,0.6294642857142858,0.5273307869651939,0.4927672975232644,0.6178874586644902,0.24266300978907707
CE,5,1.3957813308147249,1.4400043856978175,1.5610486891385769,1.8747505821152093,2.8042269187986637,3.6057154784284102,0.8105382965627018,0.06656538415957554,0.048168990545100404,0.5843258138340105,0.26214483346134154,0.4055158324821246,0.2179575193790538,1.5161290322580634,1.1583540591647703,0.12470561997801305,0.01934898020033666,0.14193958020766975
CE,6,0.8962962962962963,0.2784965408665052,1.0105960264900662,0.6221559303912786,2.5469348659003823,3.0235071039584396,0.9681287830776253,0.1373129372923597,0.17612683093632875,0.6493506493506493,0.2578057832795714,0.8716250636780438,0.9075084659273731,3.352430555555554,3.8081394141135503,0.8393086238559349,0.18831268948891666,0.27764701627641886
CE,7,1.4537828426717312,1.100189098019751,4.1175438596491265,5.30141600156157,82.44827586207072,103.59384503465685,0.04840555914578727,0.0006830863511258714,1.8037539494212687e-05,0.849261849261849,0.4890094993068555,8.63909774436091,7.631302388904771,115.25000000000247,119.2574246465768,0.0017807692226258056,0.007526315166457887,1.4088255283626364e-05
chain,small - large all,1.9571814966528227,6.1971802401143545,2.3624159398176614,5.18868471750007,11.02082167342056,22.34399558672912,0.0018441980027883995,4.718389412043805e-05,7.554949619948775e-10,,,,,,,,,
CC,small - large all,1.8036748801013236,5.73315272149808,1.7978057094894633,4.778023133154917,3.490266924160647,5.700411479290941,0.11739755536221856,5.592348934527309e-07,7.219393585028069e-09,,,,,,,,,
CE,small - large all,2.501109318812502,6.402355826496877,3.4179112930668922,7.03245261231267,19.154904416345996,50.074976701878946,0.08572899396237114,8.913719355345668e-05,1.9542039110216178e-07,,,,,,,,,
small,chain - CE all,1.9571814966528227,6.1971802401143545,1.8036748801013236,5.73315272149808,2.501109318812502,6.402355826496877,0.7462437521953913,0.024922902483229575,0.022205934592690588,,,,,,,,,
medium,chain - CE all,2.3624159398176614,5.18868471750007,1.7978057094894633,4.778023133154917,3.4179112930668922,7.03245261231267,0.03584346155029252,0.004041127112097576,0.44469810946631305,,,,,,,,,
large,chain - CE all,11.02082167342056,22.34399558672912,3.490266924160647,5.700411479290941,19.154904416345996,50.074976701878946,0.04955142200390921,0.017380773292956644,0.7193209637333166,,,,,,,,,
chain,small - large right,0.37535607912709235,0.3759396631039329,1.1144444418565655,1.716834310610086,12.920517405040476,28.081593166881866,0.006958957923849374,0.04765634316422065,3.606601351189723e-05,,,,,,,,,
CC,small - large right,0.4128746243565563,0.33752700191378904,0.5903215246397511,0.5985608866479584,2.3201539716717567,2.7142357766802374,0.05423728413780657,4.7015521185429915e-06,1.444011461385551e-08,,,,,,,,,
CE,small - large right,1.8616617687435595,4.76088577034546,2.3134627678474606,5.3887579495245514,24.92997698387395,63.78116768585417,0.7778687558761384,0.0002732369351947089,5.823692536796161e-05,,,,,,,,,
small,chain - CE right,0.37535607912709235,0.3759396631039329,0.4128746243565563,0.33752700191378904,1.8616617687435595,4.76088577034546,0.432378092196811,0.09739093062964034,0.03164171222644612,,,,,,,,,
medium,chain - CE right,1.1144444418565655,1.716834310610086,0.5903215246397511,0.5985608866479584,2.3134627678474606,5.3887579495245514,0.4335346030717473,0.6497608883300201,0.9906782656088778,,,,,,,,,
large,chain - CE right,12.920517405040476,28.081593166881866,2.3201539716717567,2.7142357766802374,24.92997698387395,63.78116768585417,0.7115864834391725,0.11697227138499279,0.14821524223082522,,,,,,,,,
